Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
Predicting sRNAs and their targets in bacteria.,/pubmed/23200137,"Li W, Ying X, Lu Q, Chen L.",Genomics Proteomics Bioinformatics. 2012 Oct;10(5):276-84. doi: 10.1016/j.gpb.2012.09.004. Epub 2012 Oct 23. Review.,Genomics Proteomics Bioinformatics.  2012,PubMed,citation,PMID:23200137 | PMCID:PMC5054197,pubmed,23200137,create date:2012/12/04 | first author:Li W
Is protein classification necessary? Toward alternative approaches to function annotation.,/pubmed/19269161,"Petrey D, Honig B.",Curr Opin Struct Biol. 2009 Jun;19(3):363-8. doi: 10.1016/j.sbi.2009.02.001. Epub 2009 Mar 5. Review.,Curr Opin Struct Biol.  2009,PubMed,citation,PMID:19269161 | PMCID:PMC2745633,pubmed,19269161,create date:2009/03/10 | first author:Petrey D
2010 ISCB Overton Prize Awarded to Steven E. Brenner.,/pubmed/20585610,"McKay BJ, Sansom C.",PLoS Comput Biol. 2010 Jun 24;6(6):e1000831. doi: 10.1371/journal.pcbi.1000831. No abstract available. ,PLoS Comput Biol.  2010,PubMed,citation,PMID:20585610 | PMCID:PMC2891695,pubmed,20585610,create date:2010/06/30 | first author:McKay BJ
Sharing neuroimaging studies of human cognition.,/pubmed/15114361,"Van Horn JD, Grafton ST, Rockmore D, Gazzaniga MS.",Nat Neurosci. 2004 May;7(5):473-81. Review.,Nat Neurosci.  2004,PubMed,citation,PMID:15114361,pubmed,15114361,create date:2004/04/29 | first author:Van Horn JD
In silico drug repositioning: what we need to know.,/pubmed/22935104,"Liu Z, Fang H, Reagan K, Xu X, Mendrick DL, Slikker W Jr, Tong W.",Drug Discov Today. 2013 Feb;18(3-4):110-5. doi: 10.1016/j.drudis.2012.08.005. Epub 2012 Aug 28.,Drug Discov Today.  2013,PubMed,citation,PMID:22935104,pubmed,22935104,create date:2012/09/01 | first author:Liu Z
Cis-regulatory modules in the mammalian liver: composition depends on strength of Foxa2 consensus site.,/pubmed/18556755,"Tuteja G, Jensen ST, White P, Kaestner KH.",Nucleic Acids Res. 2008 Jul;36(12):4149-57. doi: 10.1093/nar/gkn366. Epub 2008 Jun 13.,Nucleic Acids Res.  2008,PubMed,citation,PMID:18556755 | PMCID:PMC2475634,pubmed,18556755,create date:2008/06/17 | first author:Tuteja G
Kleisli: a new tool for data integration in biology.,/pubmed/10461180,"Chung SY, Wong L.",Trends Biotechnol. 1999 Sep;17(9):351-5. Review.,Trends Biotechnol.  1999,PubMed,citation,PMID:10461180,pubmed,10461180,create date:1999/08/26 | first author:Chung SY
[Bioinformatics methods and their comparative analysis of mass spectrometry].,/pubmed/23289342,"Liang B, Ang Q, Wang W.",Zhongguo Yi Liao Qi Xie Za Zhi. 2012 Sep;36(5):357-61. Review. Chinese. ,Zhongguo Yi Liao Qi Xie Za Zhi.  2012,PubMed,citation,PMID:23289342,pubmed,23289342,create date:2013/01/08 | first author:Liang B
Rationally selected basis proteins: a new approach to selecting proteins for spectroscopic secondary structure analysis.,/pubmed/12931000,"Oberg KA, Ruysschaert JM, Goormaghtigh E.",Protein Sci. 2003 Sep;12(9):2015-31.,Protein Sci.  2003,PubMed,citation,PMID:12931000 | PMCID:PMC2323998,pubmed,12931000,create date:2003/08/22 | first author:Oberg KA
Neural representations of events arise from temporal community structure.,/pubmed/23416451,"Schapiro AC, Rogers TT, Cordova NI, Turk-Browne NB, Botvinick MM.",Nat Neurosci. 2013 Apr;16(4):486-92. doi: 10.1038/nn.3331. Epub 2013 Feb 17.,Nat Neurosci.  2013,PubMed,citation,PMID:23416451 | PMCID:PMC3749823,pubmed,23416451,create date:2013/02/19 | first author:Schapiro AC
Metabolomics: current technologies and future trends.,/pubmed/16888765,"Hollywood K, Brison DR, Goodacre R.",Proteomics. 2006 Sep;6(17):4716-23. Review.,Proteomics.  2006,PubMed,citation,PMID:16888765,pubmed,16888765,create date:2006/08/05 | first author:Hollywood K
Proteomics in immunity and herpes simplex encephalitis.,/pubmed/24351021,"Pérez de Diego R, Mulvey C, Casanova JL, Godovac-Zimmermann J.",Expert Rev Proteomics. 2014 Feb;11(1):21-9. doi: 10.1586/14789450.2014.864954. Epub 2013 Dec 18. Review.,Expert Rev Proteomics.  2014,PubMed,citation,PMID:24351021 | PMCID:PMC4070007,pubmed,24351021,create date:2013/12/20 | first author:Pérez de Diego R
SparSNP: fast and memory-efficient analysis of all SNPs for phenotype prediction.,/pubmed/22574887,"Abraham G, Kowalczyk A, Zobel J, Inouye M.",BMC Bioinformatics. 2012 May 10;13:88. doi: 10.1186/1471-2105-13-88.,BMC Bioinformatics.  2012,PubMed,citation,PMID:22574887 | PMCID:PMC3483007,pubmed,22574887,create date:2012/05/12 | first author:Abraham G
Protein analysis tools and services at IBIVU.,/pubmed/21900709,"Brandt BW, Heringa J.",J Integr Bioinform. 2011 Sep 8;8(2):168. doi: 10.2390/biecoll-jib-2011-168.,J Integr Bioinform.  2011,PubMed,citation,PMID:21900709,pubmed,21900709,create date:2011/09/09 | first author:Brandt BW
Using biplots to interpret gene expression patterns in plants.,/pubmed/11836233,"Chapman S, Schenk P, Kazan K, Manners J.",Bioinformatics. 2002 Jan;18(1):202-4.,Bioinformatics.  2002,PubMed,citation,PMID:11836233,pubmed,11836233,create date:2002/02/12 | first author:Chapman S
Identification of novel candidate maternal serum protein markers for Down syndrome by integrated proteomic and bioinformatic analysis.,/pubmed/22430729,"Kang Y, Dong X, Zhou Q, Zhang Y, Cheng Y, Hu R, Su C, Jin H, Liu X, Ma D, Tian W, Li X.",Prenat Diagn. 2012 Mar;32(3):284-92. doi: 10.1002/pd.3829.,Prenat Diagn.  2012,PubMed,citation,PMID:22430729,pubmed,22430729,create date:2012/03/21 | first author:Kang Y
Systems toxicology.,/pubmed/22562485,"Hartung T, van Vliet E, Jaworska J, Bonilla L, Skinner N, Thomas R.",ALTEX. 2012;29(2):119-28. doi: 10.14573/altex.2012.2.119.,ALTEX.  2012,PubMed,citation,PMID:22562485,pubmed,22562485,create date:2012/05/09 | first author:Hartung T
PubMatrix: a tool for multiplex literature mining.,/pubmed/14667255,"Becker KG, Hosack DA, Dennis G Jr, Lempicki RA, Bright TJ, Cheadle C, Engel J.",BMC Bioinformatics. 2003 Dec 10;4:61.,BMC Bioinformatics.  2003,PubMed,citation,PMID:14667255 | PMCID:PMC317283,pubmed,14667255,create date:2003/12/12 | first author:Becker KG
Molecular target discovery for neural repair in the functional genomics era.,/pubmed/23098739,"Verhaagen J, Van Kesteren RE, Bossers KA, Macgillavry HD, Mason MR, Smit AB.",Handb Clin Neurol. 2012;109:595-616. doi: 10.1016/B978-0-444-52137-8.00037-1. Review.,Handb Clin Neurol.  2012,PubMed,citation,PMID:23098739,pubmed,23098739,create date:2012/10/27 | first author:Verhaagen J
A unifying framework for bivalent multilocus linkage analysis of allotetraploids.,/pubmed/22508791,"Yang X, Lv Y, Pang X, Tong C, Wang Z, Li X, Feng S, Tobias CM, Wu R.",Brief Bioinform. 2013 Jan;14(1):96-108. doi: 10.1093/bib/bbs011. Epub 2012 Apr 15.,Brief Bioinform.  2013,PubMed,citation,PMID:22508791,pubmed,22508791,create date:2012/04/18 | first author:Yang X
STITCH 2: an interaction network database for small molecules and proteins.,/pubmed/19897548,"Kuhn M, Szklarczyk D, Franceschini A, Campillos M, von Mering C, Jensen LJ, Beyer A, Bork P.",Nucleic Acids Res. 2010 Jan;38(Database issue):D552-6. doi: 10.1093/nar/gkp937. Epub 2009 Nov 6.,Nucleic Acids Res.  2010,PubMed,citation,PMID:19897548 | PMCID:PMC2808890,pubmed,19897548,create date:2009/11/10 | first author:Kuhn M
Segmentation of brain image volumes using the data list management library.,/pubmed/18002398,"Román-Alonso G, Jiménez-Alaniz JR, Buenabad-Chávez J, Castro-García MA, Vargas-Rodríguez AH.",Conf Proc IEEE Eng Med Biol Soc. 2007;2007:2085-8.,Conf Proc IEEE Eng Med Biol Soc.  2007,PubMed,citation,PMID:18002398,pubmed,18002398,create date:2007/11/16 | first author:Román-Alonso G
GenomeGraphs: integrated genomic data visualization with R.,/pubmed/19123956,"Durinck S, Bullard J, Spellman PT, Dudoit S.",BMC Bioinformatics. 2009 Jan 6;10:2. doi: 10.1186/1471-2105-10-2.,BMC Bioinformatics.  2009,PubMed,citation,PMID:19123956 | PMCID:PMC2629762,pubmed,19123956,create date:2009/01/07 | first author:Durinck S
Computational methods in noncoding RNA research.,/pubmed/17786447,"Machado-Lima A, del Portillo HA, Durham AM.",J Math Biol. 2008 Jan;56(1-2):15-49. Epub 2007 Sep 4. Review.,J Math Biol.  2008,PubMed,citation,PMID:17786447,pubmed,17786447,create date:2007/09/06 | first author:Machado-Lima A
CPSARST: an efficient circular permutation search tool applied to the detection of novel protein structural relationships.,/pubmed/18201387,"Lo WC, Lyu PC.",Genome Biol. 2008 Jan 18;9(1):R11. doi: 10.1186/gb-2008-9-1-r11.,Genome Biol.  2008,PubMed,citation,PMID:18201387 | PMCID:PMC2395249,pubmed,18201387,create date:2008/01/19 | first author:Lo WC
A calculus of purpose.,/pubmed/15208717,Lander AD.,PLoS Biol. 2004 Jun;2(6):e164. Epub 2004 Jun 15. No abstract available. ,PLoS Biol.  2004,PubMed,citation,PMID:15208717 | PMCID:PMC423139,pubmed,15208717,create date:2004/06/23 | first author:Lander AD
Visualization in simulation tools: requirements and a tool specification to support the teaching of dynamic biological processes.,/pubmed/21776610,"Jørgensen KM, Haddow PC.",J Bioinform Comput Biol. 2011 Aug;9(4):579-95. Review.,J Bioinform Comput Biol.  2011,PubMed,citation,PMID:21776610,pubmed,21776610,create date:2011/07/22 | first author:Jørgensen KM
Proceedings of the International Conference BIOCOMP 2002: Topics in Biomathematics and Related Computational Problems at the Beginning of the Third Millennium.,/pubmed/15810158,[No authors listed],Biosystems. 2004 Nov;77(1-3):1-228. No abstract available. ,Biosystems.  2004,PubMed,citation,PMID:15810158,pubmed,15810158,create date:2005/04/07
Bioinformatics resources and tools for conformational B-cell epitope prediction.,/pubmed/23970944,"Sun P, Ju H, Liu Z, Ning Q, Zhang J, Zhao X, Huang Y, Ma Z, Li Y.",Comput Math Methods Med. 2013;2013:943636. doi: 10.1155/2013/943636. Epub 2013 Jul 21. Review.,Comput Math Methods Med.  2013,PubMed,citation,PMID:23970944 | PMCID:PMC3736542,pubmed,23970944,create date:2013/08/24 | first author:Sun P
Ions of the interactome: the role of MS in the study of protein interactions in proteomics and structural biology.,/pubmed/16991196,Downard KM.,Proteomics. 2006 Oct;6(20):5374-84. Review. Erratum in: Proteomics. 2006 Dec;6(23):6380. ,Proteomics.  2006,PubMed,citation,PMID:16991196,pubmed,16991196,create date:2006/09/23 | first author:Downard KM
Genetics. Getting closer to the whole picture.,/pubmed/17463274,"Sauer U, Heinemann M, Zamboni N.",Science. 2007 Apr 27;316(5824):550-1. No abstract available. ,Science.  2007,PubMed,citation,PMID:17463274,pubmed,17463274,create date:2007/04/28 | first author:Sauer U
Cloud4Psi: cloud computing for 3D protein structure similarity searching.,/pubmed/24930141,"Mrozek D, Małysiak-Mrozek B, Kłapciński A.",Bioinformatics. 2014 Oct;30(19):2822-5. doi: 10.1093/bioinformatics/btu389. Epub 2014 Jun 14.,Bioinformatics.  2014,PubMed,citation,PMID:24930141 | PMCID:PMC4173022,pubmed,24930141,create date:2014/06/16 | first author:Mrozek D
Evol and ProDy for bridging protein sequence evolution and structural dynamics.,/pubmed/24849577,"Bakan A, Dutta A, Mao W, Liu Y, Chennubhotla C, Lezon TR, Bahar I.",Bioinformatics. 2014 Sep 15;30(18):2681-3. doi: 10.1093/bioinformatics/btu336. Epub 2014 May 21.,Bioinformatics.  2014,PubMed,citation,PMID:24849577 | PMCID:PMC4155247,pubmed,24849577,create date:2014/05/23 | first author:Bakan A
Genomics. Genomics and the tree of life.,/pubmed/17008515,Rokas A.,Science. 2006 Sep 29;313(5795):1897-9. No abstract available. ,Science.  2006,PubMed,citation,PMID:17008515,pubmed,17008515,create date:2006/09/30 | first author:Rokas A
New frontiers in proteomics research: a perspective.,/pubmed/15979831,"Dhingra V, Gupta M, Andacht T, Fu ZF.",Int J Pharm. 2005 Aug 11;299(1-2):1-18. Review.,Int J Pharm.  2005,PubMed,citation,PMID:15979831,pubmed,15979831,create date:2005/06/28 | first author:Dhingra V
"graph2tab, a library to convert experimental workflow graphs into tabular formats.",/pubmed/22556367,"Brandizi M, Kurbatova N, Sarkans U, Rocca-Serra P.",Bioinformatics. 2012 Jun 15;28(12):1665-7. doi: 10.1093/bioinformatics/bts258. Epub 2012 May 3.,Bioinformatics.  2012,PubMed,citation,PMID:22556367 | PMCID:PMC3371871,pubmed,22556367,create date:2012/05/05 | first author:Brandizi M
Data mining in protein interactomics. Six computational research challenges and opportunities.,/pubmed/15971847,"Chen JY, Sivachenko AY.",IEEE Eng Med Biol Mag. 2005 May-Jun;24(3):95-102. No abstract available. ,IEEE Eng Med Biol Mag.  2005,PubMed,citation,PMID:15971847,pubmed,15971847,create date:2005/06/24 | first author:Chen JY
The ProteoRed MIAPE web toolkit: a user-friendly framework to connect and share proteomics standards.,/pubmed/21983993,"Medina-Aunon JA, Martínez-Bartolomé S, López-García MA, Salazar E, Navajas R, Jones AR, Paradela A, Albar JP.",Mol Cell Proteomics. 2011 Oct;10(10):M111.008334. doi: 10.1074/mcp.M111.008334.,Mol Cell Proteomics.  2011,PubMed,citation,PMID:21983993 | PMCID:PMC3205864,pubmed,21983993,create date:2011/10/11 | first author:Medina-Aunon JA
ESTPiper--a web-based analysis pipeline for expressed sequence tags.,/pubmed/19383159,"Tang Z, Choi JH, Hemmerich C, Sarangi A, Colbourne JK, Dong Q.",BMC Genomics. 2009 Apr 21;10:174. doi: 10.1186/1471-2164-10-174.,BMC Genomics.  2009,PubMed,citation,PMID:19383159 | PMCID:PMC2676306,pubmed,19383159,create date:2009/04/23 | first author:Tang Z
An integrative systems biology approach to understanding pulmonary diseases.,/pubmed/20525651,"Auffray C, Adcock IM, Chung KF, Djukanovic R, Pison C, Sterk PJ.",Chest. 2010 Jun;137(6):1410-6. doi: 10.1378/chest.09-1850.,Chest.  2010,PubMed,citation,PMID:20525651,pubmed,20525651,create date:2010/06/09 | first author:Auffray C
SAAP-RRBS: streamlined analysis and annotation pipeline for reduced representation bisulfite sequencing.,/pubmed/22689387,"Sun Z, Baheti S, Middha S, Kanwar R, Zhang Y, Li X, Beutler AS, Klee E, Asmann YW, Thompson EA, Kocher JP.",Bioinformatics. 2012 Aug 15;28(16):2180-1. doi: 10.1093/bioinformatics/bts337. Epub 2012 Jun 10.,Bioinformatics.  2012,PubMed,citation,PMID:22689387 | PMCID:PMC3413387,pubmed,22689387,create date:2012/06/13 | first author:Sun Z
CUSHAW: a CUDA compatible short read aligner to large genomes based on the Burrows-Wheeler transform.,/pubmed/22576173,"Liu Y, Schmidt B, Maskell DL.",Bioinformatics. 2012 Jul 15;28(14):1830-7. doi: 10.1093/bioinformatics/bts276. Epub 2012 May 9.,Bioinformatics.  2012,PubMed,citation,PMID:22576173,pubmed,22576173,create date:2012/05/12 | first author:Liu Y
Single-molecule DNA sequencing technologies for future genomics research.,/pubmed/18722683,Gupta PK.,Trends Biotechnol. 2008 Nov;26(11):602-11. doi: 10.1016/j.tibtech.2008.07.003. Epub 2008 Aug 21. Review.,Trends Biotechnol.  2008,PubMed,citation,PMID:18722683,pubmed,18722683,create date:2008/08/30 | first author:Gupta PK
The digital code of DNA.,/pubmed/12540920,"Hood L, Galas D.",Nature. 2003 Jan 23;421(6921):444-8. Review.,Nature.  2003,PubMed,citation,PMID:12540920,pubmed,12540920,create date:2003/01/24 | first author:Hood L
Application of genomics in bacterial vaccine discovery: a decade in review.,/pubmed/18625342,"Zagursky RJ, Anderson AS.",Curr Opin Pharmacol. 2008 Oct;8(5):632-8. doi: 10.1016/j.coph.2008.06.009. Epub 2008 Jul 24. Review.,Curr Opin Pharmacol.  2008,PubMed,citation,PMID:18625342,pubmed,18625342,create date:2008/07/16 | first author:Zagursky RJ
Literome: PubMed-scale genomic knowledge base in the cloud.,/pubmed/24939151,"Poon H, Quirk C, DeZiel C, Heckerman D.",Bioinformatics. 2014 Oct;30(19):2840-2. doi: 10.1093/bioinformatics/btu383. Epub 2014 Jun 17.,Bioinformatics.  2014,PubMed,citation,PMID:24939151,pubmed,24939151,create date:2014/06/19 | first author:Poon H
"FatiGO +: a functional profiling tool for genomic data. Integration of functional annotation, regulatory motifs and interaction data with microarray experiments.",/pubmed/17478504,"Al-Shahrour F, Minguez P, Tárraga J, Medina I, Alloza E, Montaner D, Dopazo J.",Nucleic Acids Res. 2007 Jul;35(Web Server issue):W91-6. Epub 2007 May 3.,Nucleic Acids Res.  2007,PubMed,citation,PMID:17478504 | PMCID:PMC1933151,pubmed,17478504,create date:2007/05/05 | first author:Al-Shahrour F
The LIFEdb database in 2006.,/pubmed/16381901,"Mehrle A, Rosenfelder H, Schupp I, del Val C, Arlt D, Hahne F, Bechtel S, Simpson J, Hofmann O, Hide W, Glatting KH, Huber W, Pepperkok R, Poustka A, Wiemann S.",Nucleic Acids Res. 2006 Jan 1;34(Database issue):D415-8.,Nucleic Acids Res.  2006,PubMed,citation,PMID:16381901 | PMCID:PMC1347501,pubmed,16381901,create date:2005/12/31 | first author:Mehrle A
Socrates: identification of genomic rearrangements in tumour genomes by re-aligning soft clipped reads.,/pubmed/24389656,"Schröder J, Hsu A, Boyle SE, Macintyre G, Cmero M, Tothill RW, Johnstone RW, Shackleton M, Papenfuss AT.",Bioinformatics. 2014 Apr 15;30(8):1064-1072. Epub 2014 Jan 2.,Bioinformatics.  2014,PubMed,citation,PMID:24389656 | PMCID:PMC3982158,pubmed,24389656,create date:2014/04/15 | first author:Schröder J
[Genome-wide analysis of single nucleotide polymorphisms].,/pubmed/15855733,"Ogimoto A, Higaki J.",Nihon Yakurigaku Zasshi. 2005 Mar;125(3):148-52. Review. Japanese.  No abstract available. ,Nihon Yakurigaku Zasshi.  2005,PubMed,citation,PMID:15855733,pubmed,15855733,create date:2005/04/28 | first author:Ogimoto A
"The Aspergillus Genome Database, a curated comparative genomics resource for gene, protein and sequence information for the Aspergillus research community.",/pubmed/19773420,"Arnaud MB, Chibucos MC, Costanzo MC, Crabtree J, Inglis DO, Lotia A, Orvis J, Shah P, Skrzypek MS, Binkley G, Miyasato SR, Wortman JR, Sherlock G.",Nucleic Acids Res. 2010 Jan;38(Database issue):D420-7. doi: 10.1093/nar/gkp751. Epub 2009 Sep 22.,Nucleic Acids Res.  2010,PubMed,citation,PMID:19773420 | PMCID:PMC2808984,pubmed,19773420,create date:2009/09/24 | first author:Arnaud MB
"Discovery of protein-protein interactions using a combination of linguistic, statistical and graphical information.",/pubmed/15941473,"Cooper JW, Kershenbaum A.",BMC Bioinformatics. 2005 Jun 7;6:143.,BMC Bioinformatics.  2005,PubMed,citation,PMID:15941473 | PMCID:PMC1164402,pubmed,15941473,create date:2005/06/09 | first author:Cooper JW
Estimation of wall shear stress dynamic fluctuations in intracranial atherosclerotic lesions using computational fluid dynamics.,/pubmed/18797363,"Schirmer CM, Malek AM.",Neurosurgery. 2008 Aug;63(2):326-34; discussion 334-5. doi: 10.1227/01.NEU.0000313119.73941.9E.,Neurosurgery.  2008,PubMed,citation,PMID:18797363,pubmed,18797363,create date:2008/09/18 | first author:Schirmer CM
